data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
3105333,466,MLI1441,1441.0,"19 April 2017",2017,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Bentia,15.3533,0.7607,1,MENASTREAM,Subnational,"Clashes reported between the Malian army and unknown gunmen aboard motorbikes in Bentia, south of Ansongo.",0,1550780198,MLI
2802220,466,MLI1442,1442.0,"19 April 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,MENASTREAM,Subnational,"A MINUSMA vehicle was lightly damaged after being struck by an IED this morning in Kidal.",0,1548448860,MLI
2802246,466,MLI1439,1439.0,"18 April 2017",2017,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Tessalit,20.2581,0.9905,2,"Xinhua News Agency - French; MENASTREAM; UN News Service; Long War Journal",International,"2 MINUSMA peacekeepers were injured and one civilian seriously injured when their vehicle hit a mine south of Tessalit on Tuesday. A similar attack occurred on Sunday.",0,1548448860,MLI
3105340,466,MLI1440,1440.0,"18 April 2017",2017,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2013-)","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",1,12,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Rharous,Gourma-Rharous,16.8778,-1.9231,1,"MENASTREAM; Xinhua News Agency - French",Other-international,"JNIM claimed an attack against an army post in Gourma-Rharous, during which 5 FACA soldiers and 10 militants were killed, and as many as a dozen soldiers were injured. As the militants retreated, MINUSMA forces carried out airstrikes against the militants, which caused most of the casualties against them.",15,1550780198,MLI
2802363,466,MLI1438,1438.0,"16 April 2017",2017,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,2,MENASTREAM,Subnational,"JNIM claimed an IED which destroyed two MINUSMA vehicles carrying Chadian peacekeepers in the Taghlit area on the Aguelhok-Tessalit axis on Sunday. 3 people, including 2 peacekeepers and 1 civilian, were severely injured in the attack.",0,1548448860,MLI
2802398,466,MLI1437,1437.0,"15 April 2017",2017,2,Riots/Protests,"Protesters (Mali)","CMA: Coordination of Movements of the Azawad",6,,,0,60,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,3,MENASTREAM,Subnational,"Members of the CMA protested over the arrest by French Barkhane forces of some of their fighters and an officer of the MAA. They demanded their release and the return of their weapons.",0,1548448860,MLI
3105357,466,MLI1435,1435.0,"14 April 2017",2017,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Police Forces of Mali (2013-) Gendarmerie",,1,12,"Western Africa",Mali,Segou,San,Tene,Tene,13.4073,-4.5834,1,MENASTREAM,Subnational,"JNIM claimed an attack that targeted a Malian gendarmerie post in Tene, Segou.",0,1550780198,MLI
3105358,466,MLI1436,1436.0,"14 April 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-) Gendarmerie",,1,13,"Western Africa",Mali,Segou,San,Tene,Tene,13.4073,-4.5834,1,MENASTREAM,Subnational,"Unidentified gunmen attacked a gendarmerie post in Tene in the Segou region. 3 motorcycles were seized and the post was burnt but no casualties were reported.",0,1550780198,MLI
2802548,466,MLI1434,1434.0,"12 April 2017",2017,2,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","ICRC: International Committee of the Red Cross and Red Crescent",7,37,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,1,MENASTREAM,Subnational,"A humanitarian worker and their driver were abducted in Diafarabe in Tenenkou cercle. They were later released.",0,1548448860,MLI
3105365,466,MLI1433,1433.0,"12 April 2017",2017,1,"Battle-No change of territory","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,"Unidentified Armed Group (Mali)",,3,38,"Western Africa",Mali,Gao,Gao,"Sony Aliber",Bera,16.3436,-0.0208,1,MENASTREAM,Subnational,"Unidentified gunmen on a motorcycle targeted MINUSMA forces with gunfire in the Bera area of Gao.",0,1550780198,MLI
3105367,466,MLI1432,1432.0,"11 April 2017",2017,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Bambara Ethnic Militia (Mali)",,4,24,"Western Africa",Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,1,MENASTREAM,Subnational,"JNIM claimed an ambush against a Dozo convoy in Ke-Macina, Segou, killing and wounding several (fatalities coded as 3).",3,1550780198,MLI
2802758,466,MLI1429,1429.0,"08 April 2017",2017,1,"Remote violence","Military Forces of France",,8,"Islamist Militia (Mali)",,3,38,"Western Africa",Mali,Mopti,Douentza,Mondoro,Mondoro,14.6762,-1.9513,2,MENASTREAM,Subnational,"Multiple airstrikes targeting suspected Islamist militants were reported in the Mondoro/Fhero forest area near Burkina Faso's border by French forces.",0,1548448860,MLI
3105376,466,MLI1431,1431.0,"08 April 2017",2017,1,"Battle-No change of territory","Islamist Militia (Mali)",,3,"CJA: Congress for Justice in Azawad",,3,33,"Western Africa",Mali,Tombouctou,Goundam,Gargando,Gargando,16.4625,-4.1727,1,"Kibaru; Xinhua News Agency - French; RFI; AFP",National-international,"At least 5 people were killed, including 4 CJA fighters, in an attack by suspected Islamist gunmen on CJA positions in Gargando, west of Goundam.",5,1550780198,MLI
2802783,466,MLI2320,2320.0,"08 April 2017",2017,1,"Battle-No change of territory","Islamist Militia (Mali)",,3,"Military Forces of France","Military Forces of Burkina Faso (2015-); Military Forces of Mali (2013-)",8,38,"Western Africa",Mali,Gao,Gao,N'tillit,"Tin Tegrin",15.4191,-0.5461,2,MENASTREAM,Subnational,"Clashes were reported between tripartite forces (French, Burkinabe and Malian) and Islamist militants in the Tin Tehegrin area near the Burkina-Niger border.",0,1548448860,MLI
3105383,466,MLI1428,1428.0,"08 April 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,MENASTREAM,Subnational,"A MINUSMA-chartered truck was attacked by unidentified gunmen between Gao and Gossi. No casualties reported.",0,1550780198,MLI
3105384,466,MLI1430,1430.0,"08 April 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","ICRC: International Committee of the Red Cross and Red Crescent",7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,MENASTREAM,Subnational,"A vehicle of the ICRC was hit by gunfire while traveling along the Gao-Gossi road. The driver was wounded.",0,1550780198,MLI
3105386,466,MLI1425,1425.0,"07 April 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Issalan,National,"Several civilians were injured in Gao when unidentified assailants fired into a crowd.",0,1550780198,MLI
3105387,466,MLI1426,1426.0,"07 April 2017",2017,1,"Violence against civilians","Islamist Militia (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,1,MENASTREAM,Subnational,"A person searching for their missing cattle was abducted by suspected Islamist fighters in Diafarabe. He was later found dead.",1,1550780198,MLI
3105388,466,MLI1427,1427.0,"07 April 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"MAA: Arab Movement of the Azawad (CMA)",,2,23,"Western Africa",Mali,Kidal,Kidal,Anefif,Anefis,18.04,0.6011,1,"MENASTREAM; Kibaru",Subnational-national,"2 MAA fighters (members of the CMA) were killed and at least 6 wounded while some of their vehicles were seized during an attack by an unidentified armed group on their positions in Anefis.",2,1550780198,MLI
3105391,466,MLI1423,1423.0,"06 April 2017",2017,1,"Battle-No change of territory","Bambara Ethnic Militia (Mali)",,4,"JNIM: Group for Support of Islam and Muslims",,2,24,"Western Africa",Mali,Mopti,Tenenkou,Kareri,Koroguiri,14.7414,-5.3282,1,MENASTREAM,Subnational,"7 Dozo hunters (Bambara) were killed and their leader captured during an attack against a Fulani self-defense group's position between Koroguiri and Kiguiri in Tenenkou Cercle. JNIM later claimed responsibility.",7,1550780198,MLI
3105392,466,MLI1424,1424.0,"06 April 2017",2017,1,"Battle-No change of territory","Police Forces of Mali (2013-) Gendarmerie",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Segou,San,"San Commune",San,13.2887,-4.8875,1,MENASTREAM,Subnational,"A gendarmerie checkpost was attacked and set on fire in San by unidentified gunmen.",0,1550780198,MLI
3105393,466,MLI1419,1419.0,"05 April 2017",2017,1,"Battle-No change of territory","MNLA: National Movement for the Liberation of Azawad","CMA: Coordination of Movements of the Azawad",2,"Unidentified Armed Group (Mali)",,3,23,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,MENASTREAM,Subnational,"One person was killed and 2 injured following an attack on MNLA fighters (members of the CMA) by unidentified assailants in Kidal.",1,1550780198,MLI
2802906,466,MLI1422,1422.0,"05 April 2017",2017,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of France",,8,28,"Western Africa",Mali,Mopti,Douentza,Mondoro,Douna,15.11,-1.735,1,"French Ministry of Defense; MENASTREAM",Other-subnational,"A French LAV hit a roadside explosive in area of Douna village, injuring 2. AQM claimed responsibility.",0,1548448861,MLI
2802904,466,MLI1420,1420.0,"05 April 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Aid Workers (Mali)",7,37,"Western Africa",Mali,Mopti,Tenenkou,"Togoro Kotia",Kadial,14.652,-4.4391,1,MENASTREAM,Subnational,"A humanitarian worker and two health workers were abducted and had their vehicle seized by unidentified gunmen in Kadial, between Tenenkou and Mopti.",0,1548448861,MLI
3105394,466,MLI1421,1421.0,"05 April 2017",2017,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of France",,8,28,"Western Africa",Mali,Mopti,Douentza,Mondoro,Douna,15.11,-1.735,1,"French Ministry of Defense; MENASTREAM",Other-subnational,"A French soldier was killed by gunfire in the Douna area as they searched the area for explosives following a roadside blast earlier in the day. AQM claimed the attack.",1,1550780198,MLI
2803009,466,MLI1417,1417.0,"03 April 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Herders (Mali)",7,37,"Western Africa",Mali,Mopti,Douentza,Mondoro,Mondoro,14.6762,-1.9513,2,MENASTREAM,Subnational,"2 young shepherds were killed in an IED blast in a forest near Mondoro.",2,1548448861,MLI
3105402,466,MLI1416,1416.0,"03 April 2017",2017,1,"Violence against civilians","Vigilante Militia (Mali)",,4,"Civilians (Mali)",,7,47,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Issalan,National,"2 youths suspected of a robbery were lynched by a mob in Gao. One was killed while the other was injured.",1,1550780198,MLI
2948445,466,MLI1415,1415.0,"02 April 2017",2017,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of France","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",8,28,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Amachach,20.3247,0.7308,1,MENASTREAM,Subnational,"AQM claimed grad rocket attacks against a joint Barkhane-MINUSMA base in Amachach.",0,1548886561,MLI
3105410,466,MLI1414,1414.0,"01 April 2017",2017,1,"Violence against civilians","Police Forces of Mali (2013-) Gendarmerie",,1,"Civilians (Mali)",,7,17,"Western Africa",Mali,Mopti,Mopti,Konna,Kona,14.9462,-3.8931,1,"Voice of America; AFP",International,"The mayor of Konna says that 2 youths were mistaken for militants and killed by gendarmerie in the area.",2,1550780198,MLI
3105419,466,MLI1413,1413.0,"29 March 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Douentza,"Dangol Bore",Nyiminiama,15.1481,-3.3433,1,MENASTREAM,Subnational,"2 educational consultants and the driver of a vehicle owned by CAP were wounded by unidentified gunmen in the Gniminama area as it was traveling from Konna to Douentza.",0,1550780198,MLI
3105422,466,MLI1412,1412.0,"29 March 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Muslim Group (Mali)",7,37,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Studio Tamani",Regional,"An imam was assassinated by unidentified gunmen in the Missabougou-Balobougou neighbourhood of Bamako.",1,1550780198,MLI
3105423,466,MLI1411,1411.0,"29 March 2017",2017,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Police Forces of Mali (2013-) Gendarmerie","Military Forces of Mali (2013-)",1,12,"Western Africa",Mali,Mopti,Douentza,Mondoro,Boulikessi,14.7953,-1.3181,1,"Sahelien.com; AFP",Regional,"2 Malian gendarmes and a civilian were killed and one gendarme went missing during an attack on a joint police/army checkpost in Boulikessi by AQM fighters.",3,1550780198,MLI
2803365,466,MLI1409,1409.0,"26 March 2017",2017,1,"Remote violence","Military Forces of Mali (2013-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Segou,Bla,Niala,Niala,12.9461,-5.86,2,MENASTREAM,Subnational,"2 army vehicles were hit by an IED near Niala.",0,1548448861,MLI
3105431,466,MLI1410,1410.0,"26 March 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Douentza,Haire,Yirma,14.6264,-2.1611,1,"MENASTREAM; PANAPRESS; Human Rights Watch",Subnational-international,"The chief of Dogon section of yirma village near Boni was killed at his home by unidentified assailants.",1,1550780198,MLI
3105435,466,MLI1403,1403.0,"25 March 2017",2017,1,"Battle-No change of territory","Islamist Militia (Mali)",,3,"Police Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Koulikoro,Kati,Ouelessebougou,Ouelessebougou,11.9989,-7.914,1,"Malizine.com; Kibaru",National,"A customs post in Ouelessebougou was attacked by suspected Islamist militants. At least one customs officer was killed and another wounded.",2,1550780198,MLI
3105436,466,MLI1402,1402.0,"25 March 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Mopti,Djenne,"Djenne Commune",Djenne,13.9045,-4.5599,1,Malizine.com,National,"Security posts in Djenne were attacked by unidentified assailants. No casualties reported.",0,1550780198,MLI
3105437,466,MLI1404,1404.0,"25 March 2017",2017,2,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Bambara Ethnic Militia (Mali)",,4,24,"Western Africa",Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,2,MENASTREAM,Subnational,"AQM claims to have killed and wounded dozens of Dozos (Bambara hunters) and seized/destroyed motorcycles during clashes in the Macina area (unknown fatalities coded as 10).",10,1550780198,MLI
2803442,466,MLI1407,1407.0,"25 March 2017",2017,1,"Remote violence","Military Forces of Mali (2013-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Djenne,Kewa,Manga,14.1525,-4.5089,2,MENASTREAM,Subnational,"A Malian army vehicle hit an IED between Manga and Koina, killing 2 soldiers and severely wounding several others. AQM claimed responsibility for a blast in the area.",2,1548448861,MLI
3105440,466,MLI1400,1400.0,"25 March 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,Kibaru,National,"Unidentified assailants robbed two busses near Intahaka after leaving Gao. Some of the passengers who resisted were wounded, and one later died in hospital.",1,1550780198,MLI
3105441,466,MLI1401,1401.0,"25 March 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,1,Malizine.com,National,"Unidentified assailants clashed with security forces in the Boni area.",0,1550780198,MLI
3105442,466,MLI1405,1405.0,"25 March 2017",2017,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Gao,Bourem,Tarkint,Almoustarat,17.37,0.09,1,MENASTREAM,Subnational,"3 people were killed and 4 wounded in an attack by unidentified assailants on a Malian army post in Almoustarat. Vehicles were also seized by the attackers.",3,1550780198,MLI
2803421,466,MLI1406,1406.0,"25 March 2017",2017,2,"Battle-Non-state actor overtakes territory","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Djenne,"Djenne Commune",Djenne,13.9045,-4.5599,1,MENASTREAM,Subnational,"AQM claims to have taken control of a checkpost in Djenne.",0,1548448861,MLI
3105443,466,MLI1408,1408.0,"25 March 2017",2017,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"Islamist Militia (Mali)",,3,13,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,1,"MENASTREAM; Xinhua News Agency - French",Other-international,"Malian soldiers raided Kouakourou in the Kewa area and clashed with alleged Islamist militants, killing 10. At least 8 other alleged Islamist militants were arrested, while 30 others were also reported arrested (not clear if they were also militants or just suspected of affiliation).",10,1550780198,MLI
3105448,466,MLI1399,1399.0,"23 March 2017",2017,1,"Battle-No change of territory","Bambara Ethnic Militia (Mali)",,4,"Fulani Ethnic Militia (Mali)","Herders (Mali)",4,44,"Western Africa",Mali,Mopti,Tenenkou,"Tenenkou Commune",Tenenkou,14.4572,-4.9167,2,"Nord Sud Journal",Other-subnational,"At least 3 people were killed at Diaka in Tenenkou Cercle in fighting between Fulani and Bambara.",3,1550780198,MLI
2803546,466,MLI1397,1397.0,"22 March 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Tabrichat,20.1994,1.1283,1,MENASTREAM,Subnational,"3 people were lightly wounded after their transport truck hit an IED in the Tabrichat area near Tessalit.",0,1548448861,MLI
3105450,466,MLI1398,1398.0,"22 March 2017",2017,1,"Battle-No change of territory","Bambara Ethnic Militia (Mali)",,4,"Fulani Ethnic Militia (Mali)","JNIM: Group for Support of Islam and Muslims",4,44,"Western Africa",Mali,Segou,Niono,Diabaly,Diabaly,14.68,-6.016,2,"Nord Sud Journal; AFP -- English; RFI; Long War Journal",Other-subnational,"At least 10 people were killed and 14 others injured in clashes between Bambara and Fulani in the Diabaly area of Niono. The clashes were either due to a Fulani shepherd being killed or Fulani cattle rustling. AQM militants claimed that they joined the fight and supported the Fulani.",10,1550780198,MLI
3105456,466,MLI1396,1396.0,"21 March 2017",2017,1,"Violence against civilians","Bambara Ethnic Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,1,"Nord Sud Journal",Other-subnational,"A young Fulani shepherd was allegedly killed by Bambara militiamen in Niono district of Segou.",1,1550780198,MLI
3105465,466,MLI1394,1394.0,"20 March 2017",2017,1,"Battle-No change of territory","Police Forces of Mali (2013-) Gendarmerie",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,1,MENASTREAM,Subnational,"A Malian gendarmerie post was attacked in the Tonka area.",0,1550780198,MLI
3105466,466,MLI1395,1395.0,"20 March 2017",2017,2,"Violence against civilians","Police Forces of Mali (2013-) Gendarmerie",,1,"Civilians (Mali)",,7,17,"Western Africa",Mali,Mopti,Djenne,"Djenne Commune",Djenne,13.9045,-4.5599,2,HRW,Other,"In late March 2017, gendarmes in Sevare allegedly beat seven men from a village near Djenne, including a Quranic teacher. 'During the night, a few of the gendarmes came into our cell and kicked and beat us. One man broke a few ribs and two others bled from their noses,' one detainee said.",0,1550780198,MLI
3105470,466,MLI1393,1393.0,"18 March 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Bambara Ethnic Group (Mali)",7,37,"Western Africa",Mali,Segou,Macina,Monimpebougou,Tougou,14.455,-5.6115,1,MENASTREAM,Subnational,"A Bambara hunter was killed in an ambush by unidentified gunmen in the Tougou area of Segou. Intercommunal violence targeting Bambara was recently reported in the area.",1,1550780198,MLI
3105474,466,MLI1392,1392.0,"18 March 2017",2017,1,"Battle-No change of territory","MNLA: National Movement for the Liberation of Azawad",,2,"Unidentified Armed Group (Mali)",,3,23,"Western Africa",Mali,Kidal,Abeibara,Abeibara,Abeibara,19.1167,1.75,2,Kibaru,National,"Unidentified assailants killed an MNLA officer in the Ouzayane valley north of Abeibara.",1,1550780198,MLI
3105477,466,MLI1391,1391.0,"16 March 2017",2017,1,"Violence against civilians","Unidentified Communal Militia (Mali)",,4,"Civilians (Mali)","Bambara Ethnic Group (Mali)",7,47,"Western Africa",Mali,Segou,Niono,Diabaly,Diabaly,14.68,-6.016,2,MENASTREAM,Subnational,"One Bambara community member was killed and several wounded during intercommunal violence reported in the Dogofri-Diabaly area.",1,1550780198,MLI
3105478,466,MLI1390,1390.0,"16 March 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,33,"Western Africa",Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,MENASTREAM,Subnational,"GATIA's commander Almahdi Ag Lengach was killed in Menaka by 3 unidentified assailants who arrived on motorcycles.",1,1550780198,MLI
3105493,466,MLI1388,1388.0,"13 March 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,33,"Western Africa",Mali,Gao,Bourem,Temera,"Tin Hama",17.1908,-1.0275,1,MENASTREAM,Subnational,"Unidentified assailants attacked a GATIA checkpost in Tin-Hama. The attack was repelled without reported injuries.",0,1550780198,MLI
3105496,466,MLI1389,1389.0,"13 March 2017",2017,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Fafa,15.3409,0.7167,1,"Kibaru; Xinhua News Agency - French",National-international,"At least 4 people were killed, including 2 soldiers and 2 civilians, in an attack by 9 suspected AQM fighters on Fafa. 2 military vehicles were also stolen by the attackers. Some people were also reported injured. Other sources said 3 civilians had been killed.",4,1550780198,MLI
2804007,466,MLI1387,1387.0,"12 March 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (International)",,7,37,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,3,"Alakbar.info; Al-Akhbar news agency",Regional,"At least 3 people were injured in an attack by unidentified assailants on two buses owned by a Mauritanian company which were travelling from Bamako to Nouakchott. The bus carried people of various nationalities.",0,1548448862,MLI
2804280,466,MLI1385,1385.0,"06 March 2017",2017,1,"Non-violent transfer of territory","Unidentified Armed Group (Mali)",,3,,,0,30,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"Premium Times (Abuja)",Regional,"Armed groups took control of Timbuktu to prevent Malian interim authorities from being installed in the area. No clashes were reported.",0,1548448862,MLI
2948540,466,MLI1382,1382.0,"05 March 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Tessalit,20.2581,0.9905,1,MENASTREAM,Subnational,"The MINUSMA camp in Tessalit was attacked by rockets and mortars. No group claimed responsibility.",0,1548886561,MLI
3105527,466,MLI1384,1384.0,"05 March 2017",2017,1,"Battle-No change of territory","Ansaroul Islam",,2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Mopti,"Mopti Commune",Mopti,14.4891,-4.1928,3,"Nord Sud Journal; MENASTREAM; RFI; AP International",Other-subnational,"At least 11 soldiers were killed and 4 injured in an attack by Ansaroul Islam fighters on an army position in the Boulkessi area of Mopti. 2 Ansaroul Islam fighters were reported wounded.",11,1550780198,MLI
3105533,466,MLI1383,1383.0,"05 March 2017",2017,1,"Battle-No change of territory","Military Forces of Mali (2013-)","MAA: Arab Movement of the Azawad (CMA)",1,"MAA: Arab Movement of the Azawad (Platform)",,2,12,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,2,"MENASTREAM; Nord Sud Journal",Subnational-regional,"2 civilians and an MAA-CMA officer were killed in an attack by MAA fighters from a different faction on a Malian army checkpoint outside Timbuktu.",3,1550780198,MLI
2948548,466,MLI1380,1380.0,"04 March 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,1,MENASTREAM,Subnational,"The MINUSMA camp in Aguelhok was hit by rockets/mortars. No group claimed responsibility.",0,1548886561,MLI
3105539,466,MLI1381,1381.0,"04 March 2017",2017,1,"Violence against civilians","Islamist Militia (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,MENASTREAM,Subnational,"2 civilians were killed and 3 abducted by suspected Islamist militants in Funtonde, 8km from Boni.",2,1550780198,MLI
2804434,466,MLI1379,1379.0,"03 March 2017",2017,1,"Battle-No change of territory","Koira Taoua Communal Militia (Mali)",,4,"Vigilante Militia (Mali)",,4,44,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Serere,"Koira Taoua",16.8143,-2.3062,2,MENASTREAM,Subnational,"Youths in Koiratao (Niafunke) repulsed an attack by armed bandits. They captured one and handed him over to the army.",0,1548448862,MLI
2804473,466,MLI1378,1378.0,"02 March 2017",2017,1,"Strategic development","JNIM: Group for Support of Islam and Muslims",,2,,,0,20,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,3,"AP International",International,"Non-violent activity: Ansar Dine, al-Mourabitoun and AQIM have announced their merger into a new group, ""Jama'at Nusrat al-Islam wal Muslimeen,"" which translates to ""Group in Support of Islam and Muslims"".",0,1548448862,MLI
3146996,466,MLI1377,1377.0,"27 February 2017",2017,1,Riots/Protests,"Rioters (Mali)","CMA: Coordination of Movements of the Azawad (Splinter Faction)",5,,,0,50,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"Xinhua News Agency - French",International,"Elements of the CMA2 (dissenters from the peace process) picketed the regional assembly in Timbuktu demanding that they be involved in decision-making and other initiatives related to Timbuktu region.",0,1551130534,MLI
